age,month_income,employment_length,home_ownership,loan_intent,loan_amount,loan_interest_rate,previous_loans,previous_default,loan_grade,loan_status
22,97000,0,MORTGAGE,EDUCATION,7500,11.34,4,YES,C,1
24,97000,2,MORTGAGE,HOME_IMPROVEMENT,12000,10.28,2,NO,C,1
26,85200,5,MORTGAGE,HOME_IMPROVEMENT,14000,,2,YES,E,0
26,97333,3,OWN,HOME_IMPROVEMENT,10000,5.99,2,NO,A,1
24,50000,2,RENT,HOME_IMPROVEMENT,14000,9.88,2,NO,B,1
24,50004,0,RENT,EDUCATION,14000,12.21,3,NO,B,1
25,85584,10,MORTGAGE,DEBT_CONSOLIDATION,24000,17.19,2,YES,E,0
23,97600,7,MORTGAGE,MEDICAL,14500,7.51,2,NO,A,1
25,97700,6,MORTGAGE,PERSONAL,8000,7.49,2,NO,A,1
24,97700,5,MORTGAGE,VENTURE,25000,11.12,3,NO,B,1
26,97700,1,MORTGAGE,DEBT_CONSOLIDATION,10400,9.32,3,NO,A,1
23,97781,7,MORTGAGE,MEDICAL,5575,6.54,3,NO,A,1
23,97781,7,MORTGAGE,VENTURE,15000,6.54,3,NO,A,1
23,52000,7,RENT,EDUCATION,14000,6.91,3,NO,A,1
23,32000,7,OWN,EDUCATION,3500,15.27,3,NO,C,1
22,85992,6,MORTGAGE,DEBT_CONSOLIDATION,3500,14.74,3,YES,D,0
24,98000,8,OWN,HOME_IMPROVEMENT,12000,6.03,3,NO,A,1
23,52800,4,RENT,VENTURE,14000,14.27,3,NO,C,1
24,98000,5,MORTGAGE,HOME_IMPROVEMENT,10000,11.71,3,NO,B,1
24,98000,8,MORTGAGE,VENTURE,10000,6.62,3,NO,A,1
21,53000,2,RENT,EDUCATION,14000,14.65,3,NO,C,1
25,98000,9,MORTGAGE,EDUCATION,2000,5.42,4,NO,A,1
24,98000,8,OWN,VENTURE,12000,7.49,2,NO,A,1
22,32000,2,OWN,MEDICAL,3000,6.99,4,NO,A,1
26,98000,5,MORTGAGE,MEDICAL,12000,8.49,3,NO,A,1
23,98000,6,OWN,EDUCATION,10000,18.07,3,YES,D,1
21,98000,5,MORTGAGE,PERSONAL,6000,10.59,4,NO,B,1
24,98000,8,MORTGAGE,PERSONAL,6500,11.11,3,NO,B,1
25,54000,2,RENT,PERSONAL,14000,10.99,4,NO,B,1
25,86000,9,MORTGAGE,HOME_IMPROVEMENT,5000,10.36,2,NO,B,0
22,54000,0,RENT,MEDICAL,14000,7.14,2,NO,A,1
22,98000,5,MORTGAGE,EDUCATION,25000,14.46,3,NO,D,1
24,98000,,MORTGAGE,MEDICAL,5000,5.79,2,NO,A,1
23,98000,7,MORTGAGE,VENTURE,10000,,4,NO,A,1
22,48000,1,RENT,PERSONAL,14000,13.92,3,NO,C,0
25,86000,7,MORTGAGE,DEBT_CONSOLIDATION,24000,,2,YES,D,0
22,86000,7,MORTGAGE,EDUCATION,18000,13.48,2,NO,C,0
26,98000,7,MORTGAGE,VENTURE,14000,7.88,3,NO,A,1
24,86000,0,MORTGAGE,PERSONAL,20000,10.99,4,NO,B,0
20,98000,4,MORTGAGE,EDUCATION,24250,,4,NO,D,1
25,55000,9,RENT,HOME_IMPROVEMENT,14000,6.62,2,NO,A,1
26,55000,2,RENT,EDUCATION,14000,9.99,4,NO,B,1
23,98000,3,MORTGAGE,VENTURE,10000,8.94,3,NO,A,1
24,98000,8,MORTGAGE,MEDICAL,25000,11.83,3,NO,B,1
23,86000,7,MORTGAGE,DEBT_CONSOLIDATION,4800,16.0,3,YES,D,0
23,98000,4,MORTGAGE,EDUCATION,14500,8.94,3,NO,A,1
23,32000,4,OWN,PERSONAL,7500,12.98,3,NO,C,1
25,98000,3,MORTGAGE,HOME_IMPROVEMENT,1000,11.14,4,NO,B,1
23,98000,7,MORTGAGE,DEBT_CONSOLIDATION,20000,13.57,4,NO,C,1
25,98000,2,MORTGAGE,PERSONAL,6400,9.63,4,NO,A,1
25,98000,0,OWN,PERSONAL,2000,7.37,2,NO,A,1
22,98004,6,MORTGAGE,DEBT_CONSOLIDATION,16000,7.66,3,NO,A,1
25,86004,3,MORTGAGE,PERSONAL,15000,6.91,4,NO,A,0
23,55000,3,RENT,VENTURE,14000,11.66,3,NO,C,1
21,55260,0,RENT,EDUCATION,14000,6.54,2,NO,A,1
23,73185,7,MORTGAGE,MEDICAL,7000,9.63,2,NO,B,0
21,98132,5,MORTGAGE,MEDICAL,15000,11.36,4,NO,B,1
21,98280,2,MORTGAGE,DEBT_CONSOLIDATION,10000,6.62,2,NO,A,1
23,98280,7,MORTGAGE,EDUCATION,9400,6.62,3,NO,A,1
23,98400,7,MORTGAGE,EDUCATION,9000,6.62,4,NO,A,1
26,98400,4,MORTGAGE,VENTURE,8450,6.99,2,NO,A,1
22,55992,6,RENT,VENTURE,14000,12.21,3,NO,B,1
24,98400,0,MORTGAGE,EDUCATION,8000,12.68,2,NO,C,1
23,98400,0,MORTGAGE,EDUCATION,10000,11.14,4,NO,B,1
22,56000,5,RENT,EDUCATION,14000,14.35,4,YES,C,1
23,32000,2,OWN,VENTURE,6500,8.59,2,NO,A,1
24,98518,8,MORTGAGE,VENTURE,10000,8.59,3,NO,A,1
25,56004,0,RENT,DEBT_CONSOLIDATION,14000,6.92,2,NO,A,1
26,98700,6,MORTGAGE,HOME_IMPROVEMENT,9600,13.06,3,NO,C,1
24,32000,3,OWN,HOME_IMPROVEMENT,15000,,3,NO,B,1
24,56004,2,RENT,MEDICAL,14000,12.61,2,NO,C,1
23,98800,7,MORTGAGE,VENTURE,1000,11.49,3,NO,B,1
22,99000,6,MORTGAGE,VENTURE,18000,8.9,3,NO,A,1
24,99000,8,MORTGAGE,DEBT_CONSOLIDATION,12000,6.03,2,NO,A,1
26,57600,10,RENT,VENTURE,14000,10.37,2,NO,B,1
26,99000,10,MORTGAGE,VENTURE,5000,11.49,2,NO,B,1
25,58000,5,RENT,MEDICAL,14000,12.61,3,YES,C,1
26,60000,2,RENT,MEDICAL,14000,12.69,4,NO,B,1
22,60000,6,RENT,PERSONAL,14000,6.03,2,NO,A,1
25,99000,9,MORTGAGE,DEBT_CONSOLIDATION,15000,6.17,4,NO,A,1
23,60000,4,RENT,EDUCATION,14000,14.84,3,YES,D,1
23,99000,8,MORTGAGE,EDUCATION,1800,7.88,2,NO,A,1
26,99000,9,MORTGAGE,MEDICAL,20000,14.22,4,NO,C,1
24,99000,8,MORTGAGE,EDUCATION,12250,9.88,2,NO,B,1
22,60000,7,RENT,VENTURE,14000,7.88,2,NO,A,1
26,99085,10,MORTGAGE,VENTURE,8000,14.91,4,YES,D,1
23,99200,7,MORTGAGE,DEBT_CONSOLIDATION,23000,6.91,4,NO,A,1
24,87220,7,MORTGAGE,VENTURE,8000,,3,YES,C,0
22,60000,3,RENT,DEBT_CONSOLIDATION,14000,13.48,3,YES,C,1
25,99473,9,MORTGAGE,PERSONAL,8500,11.58,2,NO,B,1
23,99500,7,MORTGAGE,EDUCATION,25000,15.7,2,NO,D,1
25,54000,6,RENT,DEBT_CONSOLIDATION,14000,14.59,4,YES,D,0
25,99600,1,MORTGAGE,HOME_IMPROVEMENT,12800,12.42,4,NO,B,1
22,99600,6,MORTGAGE,PERSONAL,7125,7.51,4,NO,A,1
22,99600,6,MORTGAGE,MEDICAL,5000,9.67,3,NO,B,1
23,99670,2,MORTGAGE,PERSONAL,5500,14.74,4,NO,D,1
22,60000,0,RENT,EDUCATION,14000,12.73,2,NO,C,1
24,99750,8,MORTGAGE,HOME_IMPROVEMENT,12000,9.62,3,NO,B,1
25,99800,1,MORTGAGE,MEDICAL,12000,8.94,2,NO,A,1
26,99900,10,MORTGAGE,PERSONAL,2700,,3,NO,A,1
25,60000,5,RENT,HOME_IMPROVEMENT,14000,,2,NO,B,1
23,99996,7,MORTGAGE,EDUCATION,20000,7.49,3,NO,A,1
25,99996,6,MORTGAGE,MEDICAL,8000,,4,NO,B,1
23,99996,2,MORTGAGE,PERSONAL,4800,11.49,2,NO,B,1
22,61000,0,RENT,EDUCATION,14000,6.99,4,NO,A,1
25,99996,5,MORTGAGE,HOME_IMPROVEMENT,12000,10.38,4,NO,B,1
23,62000,7,RENT,DEBT_CONSOLIDATION,14000,10.99,4,NO,B,1
24,99996,5,MORTGAGE,MEDICAL,10000,13.61,3,YES,C,1
24,62004,6,RENT,VENTURE,14000,8.59,4,NO,A,1
25,99996,3,MORTGAGE,VENTURE,8000,8.0,2,NO,A,1
24,62800,5,RENT,PERSONAL,14000,12.69,2,NO,B,1
23,100000,7,MORTGAGE,MEDICAL,25000,11.71,3,NO,B,1
24,100000,1,MORTGAGE,EDUCATION,6600,9.91,2,NO,B,1
22,64000,2,RENT,DEBT_CONSOLIDATION,14000,7.88,3,NO,A,1
23,65000,3,RENT,PERSONAL,14000,10.65,4,NO,B,1
23,100000,7,MORTGAGE,PERSONAL,35000,16.77,3,NO,D,1
23,65000,2,RENT,DEBT_CONSOLIDATION,14000,9.99,2,NO,B,1
24,65000,0,RENT,EDUCATION,14000,10.99,4,NO,B,1
23,100000,4,MORTGAGE,EDUCATION,14000,17.58,3,YES,D,1
23,100000,4,MORTGAGE,MEDICAL,15000,13.49,4,NO,C,1
24,100000,4,OWN,MEDICAL,6000,8.9,2,NO,A,1
22,65000,3,RENT,MEDICAL,14000,7.49,2,NO,A,1
26,66000,10,RENT,PERSONAL,14000,6.62,3,NO,A,1
25,100000,9,MORTGAGE,PERSONAL,6000,8.9,3,NO,A,1
25,31200,9,OWN,PERSONAL,15000,6.03,4,NO,A,1
23,66000,1,RENT,EDUCATION,14000,12.99,3,NO,C,1
25,100000,6,MORTGAGE,VENTURE,12000,9.91,4,NO,B,1
26,100000,7,MORTGAGE,VENTURE,9200,6.03,3,NO,A,1
22,100000,6,MORTGAGE,EDUCATION,9000,,2,NO,B,1
25,88000,9,MORTGAGE,PERSONAL,20000,17.58,3,NO,D,0
23,100000,7,OWN,PERSONAL,35000,16.77,4,NO,D,1
25,100000,9,MORTGAGE,HOME_IMPROVEMENT,4800,10.65,3,NO,B,1
25,100000,9,MORTGAGE,HOME_IMPROVEMENT,11650,6.62,3,NO,A,1
23,88000,4,MORTGAGE,HOME_IMPROVEMENT,8400,14.65,4,NO,C,0
24,69000,3,RENT,VENTURE,14000,12.61,2,YES,C,1
26,69575,3,RENT,MEDICAL,14000,9.63,3,NO,A,1
25,100000,0,MORTGAGE,EDUCATION,15000,6.03,3,NO,A,1
25,63996,9,RENT,DEBT_CONSOLIDATION,14000,14.42,2,YES,D,0
21,70000,5,RENT,PERSONAL,14000,6.99,3,NO,A,1
23,31200,7,OWN,EDUCATION,6000,10.37,3,NO,B,1
25,70000,2,RENT,HOME_IMPROVEMENT,14000,9.99,2,NO,B,1
24,55845,1,RENT,MEDICAL,14000,14.96,4,NO,D,0
22,100000,7,MORTGAGE,PERSONAL,6000,8.49,2,NO,A,1
24,100000,4,MORTGAGE,MEDICAL,8000,9.99,3,NO,B,1
24,72000,8,RENT,EDUCATION,14000,7.9,4,NO,A,1
26,100000,10,MORTGAGE,DEBT_CONSOLIDATION,12000,5.99,2,NO,A,1
23,72150,3,RENT,VENTURE,14000,10.75,3,NO,B,1
23,88000,,MORTGAGE,VENTURE,1000,13.49,4,YES,C,0
21,72500,3,RENT,EDUCATION,14000,13.49,2,YES,C,1
22,100000,6,MORTGAGE,EDUCATION,14350,9.99,2,NO,B,1
24,100000,8,MORTGAGE,MEDICAL,6000,5.42,4,NO,A,1
24,100000,8,MORTGAGE,MEDICAL,5625,6.99,4,NO,A,1
24,100000,1,MORTGAGE,VENTURE,5000,,3,NO,A,1
26,100000,11,MORTGAGE,PERSONAL,15000,13.99,4,NO,C,1
23,73000,1,RENT,PERSONAL,14000,13.11,2,NO,C,1
23,100000,5,MORTGAGE,MEDICAL,8000,11.49,4,NO,B,1
25,100000,9,MORTGAGE,MEDICAL,3275,5.42,2,NO,A,1
24,100000,8,MORTGAGE,MEDICAL,10750,6.99,4,NO,A,1
23,100000,7,MORTGAGE,PERSONAL,11200,11.49,2,NO,B,1
23,100000,7,MORTGAGE,VENTURE,10000,10.59,4,NO,B,1
25,100000,2,MORTGAGE,VENTURE,16000,14.79,2,YES,C,1
21,100000,3,MORTGAGE,VENTURE,6200,8.49,4,NO,A,1
26,88000,6,MORTGAGE,EDUCATION,7700,14.79,4,YES,C,0
26,75000,4,RENT,EDUCATION,14000,11.11,4,NO,B,1
22,100000,6,MORTGAGE,EDUCATION,15000,7.49,2,NO,A,1
25,100000,9,MORTGAGE,EDUCATION,7500,13.99,4,NO,C,1
25,100000,9,MORTGAGE,HOME_IMPROVEMENT,17600,10.59,2,NO,B,1
22,31193,0,OWN,DEBT_CONSOLIDATION,4000,14.74,2,YES,D,1
24,100000,3,MORTGAGE,EDUCATION,10000,5.99,2,NO,A,1
22,100000,6,MORTGAGE,EDUCATION,3000,11.49,3,NO,B,1
23,100000,0,MORTGAGE,VENTURE,11000,8.49,2,NO,A,1
26,100000,10,OWN,MEDICAL,10000,10.59,2,NO,B,1
25,100000,2,MORTGAGE,EDUCATION,15000,15.99,3,YES,D,1
22,100000,2,MORTGAGE,EDUCATION,15000,11.99,2,NO,B,1
24,100000,7,MORTGAGE,EDUCATION,10300,15.99,4,YES,D,1
24,88000,5,MORTGAGE,DEBT_CONSOLIDATION,24000,19.69,2,NO,E,0
26,100000,4,MORTGAGE,DEBT_CONSOLIDATION,25000,11.99,3,NO,B,1
25,77700,2,RENT,HOME_IMPROVEMENT,14000,10.99,2,NO,B,1
22,78700,6,RENT,EDUCATION,14000,13.48,4,NO,C,1
26,80000,6,RENT,EDUCATION,14000,,2,NO,B,1
23,80000,0,RENT,VENTURE,14000,14.27,2,YES,C,1
26,100000,4,MORTGAGE,EDUCATION,5000,6.92,4,NO,A,1
26,74800,3,MORTGAGE,MEDICAL,10000,14.54,3,NO,D,0
23,100000,8,MORTGAGE,VENTURE,10000,7.66,2,NO,A,1
25,100000,5,MORTGAGE,MEDICAL,15000,,3,NO,B,1
24,81000,2,RENT,DEBT_CONSOLIDATION,14000,14.17,4,NO,C,1
22,100000,3,MORTGAGE,VENTURE,12000,11.11,3,NO,B,1
24,100000,8,MORTGAGE,VENTURE,6000,5.79,2,NO,A,1
22,82000,4,RENT,PERSONAL,14000,7.9,4,NO,A,1
23,100000,1,MORTGAGE,PERSONAL,9125,11.11,3,NO,B,1
25,100000,3,MORTGAGE,MEDICAL,12000,5.79,2,NO,A,1
24,100000,8,MORTGAGE,VENTURE,30000,18.62,2,YES,F,1
25,100000,0,MORTGAGE,EDUCATION,7000,5.79,3,NO,A,1
24,100000,8,MORTGAGE,HOME_IMPROVEMENT,12000,6.92,2,NO,A,1
24,100000,9,MORTGAGE,VENTURE,12800,5.79,4,NO,A,1
24,100000,6,MORTGAGE,MEDICAL,20000,6.17,4,NO,A,1
24,100000,2,MORTGAGE,EDUCATION,7700,10.74,2,NO,B,1
22,100000,6,MORTGAGE,EDUCATION,10000,10.74,3,NO,B,1
23,100000,4,MORTGAGE,VENTURE,25000,17.14,2,YES,E,1
25,100000,0,MORTGAGE,EDUCATION,7500,6.54,4,NO,A,1
23,100000,8,MORTGAGE,PERSONAL,16000,6.17,2,NO,A,1
23,86000,4,RENT,MEDICAL,14000,6.62,3,NO,A,1
24,88000,0,RENT,HOME_IMPROVEMENT,14000,9.99,3,NO,B,1
26,90000,0,RENT,HOME_IMPROVEMENT,14000,6.03,2,NO,A,1
21,88000,1,MORTGAGE,PERSONAL,25000,14.83,4,NO,D,0
25,90996,5,RENT,MEDICAL,14000,12.23,2,NO,C,1
25,100000,2,OWN,HOME_IMPROVEMENT,15000,6.17,4,NO,A,1
23,100000,0,MORTGAGE,MEDICAL,17000,5.79,4,NO,A,1
23,95000,0,RENT,EDUCATION,14000,12.69,2,NO,B,1
24,100000,8,MORTGAGE,HOME_IMPROVEMENT,10000,6.54,3,NO,A,1
26,100000,11,MORTGAGE,HOME_IMPROVEMENT,2000,5.42,2,NO,A,1
24,100000,2,MORTGAGE,DEBT_CONSOLIDATION,5000,9.62,4,NO,B,1
24,100000,4,MORTGAGE,VENTURE,16000,6.54,2,NO,A,1
23,100000,2,MORTGAGE,VENTURE,14000,6.17,3,NO,A,1
23,83000,0,RENT,EDUCATION,14000,17.51,4,YES,E,0
24,95000,5,RENT,VENTURE,14000,,2,NO,B,1
22,100000,7,MORTGAGE,EDUCATION,20000,6.91,4,NO,A,1
23,100000,7,MORTGAGE,PERSONAL,5400,12.23,2,YES,C,1
22,100000,4,MORTGAGE,EDUCATION,13500,,4,NO,A,1
26,100000,6,RENT,VENTURE,14000,13.85,4,NO,C,1
24,100000,8,MORTGAGE,EDUCATION,16800,7.88,4,NO,A,1
24,74800,4,RENT,MEDICAL,14000,16.45,2,NO,E,0
25,100000,9,MORTGAGE,EDUCATION,15000,7.88,2,NO,A,1
24,100000,5,MORTGAGE,PERSONAL,14000,10.75,3,NO,B,1
25,100000,3,MORTGAGE,PERSONAL,13750,15.95,4,NO,D,1
24,100000,8,MORTGAGE,DEBT_CONSOLIDATION,3600,13.23,2,YES,C,1
24,100000,5,MORTGAGE,VENTURE,7000,6.76,3,NO,A,1
24,105000,0,RENT,MEDICAL,14000,7.88,4,NO,A,1
26,100000,0,MORTGAGE,DEBT_CONSOLIDATION,17000,13.61,3,YES,C,1
24,98000,4,RENT,EDUCATION,14000,14.26,3,NO,C,0
25,100000,9,MORTGAGE,PERSONAL,7000,13.98,3,NO,C,1
25,100000,2,MORTGAGE,PERSONAL,10000,7.51,4,NO,A,1
23,100000,7,MORTGAGE,EDUCATION,15000,7.88,4,NO,A,1
24,100000,0,MORTGAGE,DEBT_CONSOLIDATION,16000,14.72,2,NO,C,1
24,110004,5,RENT,MEDICAL,14000,7.88,2,NO,A,1
25,100000,3,MORTGAGE,EDUCATION,25000,10.75,4,NO,B,1
23,113000,2,RENT,DEBT_CONSOLIDATION,14000,13.49,2,YES,C,1
23,120000,3,RENT,MEDICAL,14000,9.99,4,NO,B,1
26,100000,5,MORTGAGE,EDUCATION,24000,10.99,4,NO,B,1
22,100000,0,MORTGAGE,VENTURE,15000,13.85,3,NO,C,1
24,120000,2,RENT,MEDICAL,14000,10.0,3,NO,B,1
25,100000,9,MORTGAGE,PERSONAL,4800,7.14,3,NO,A,1
23,100000,5,MORTGAGE,DEBT_CONSOLIDATION,20000,11.36,3,NO,B,1
26,120000,10,RENT,VENTURE,14000,,4,YES,E,1
26,100000,10,MORTGAGE,EDUCATION,14000,13.11,2,YES,C,1
23,122000,7,RENT,DEBT_CONSOLIDATION,14000,13.48,2,YES,C,1
25,100000,9,MORTGAGE,MEDICAL,15000,12.73,4,YES,C,1
24,100000,6,MORTGAGE,VENTURE,25000,15.33,2,YES,D,1
22,30004,6,OWN,EDUCATION,7500,,2,NO,A,1
24,100000,2,OWN,HOME_IMPROVEMENT,24000,10.99,4,NO,B,1
22,128165,6,RENT,DEBT_CONSOLIDATION,14000,8.94,3,NO,A,1
25,100000,9,MORTGAGE,MEDICAL,14000,10.25,2,NO,B,1
22,140000,0,RENT,MEDICAL,14000,13.11,3,NO,C,1
21,100000,5,OWN,PERSONAL,5000,7.14,3,NO,A,1
24,145000,3,RENT,VENTURE,14000,12.84,4,YES,C,1
24,100000,8,MORTGAGE,PERSONAL,17400,16.07,4,YES,D,1
25,100000,9,MORTGAGE,EDUCATION,8000,10.25,3,NO,B,1
24,100000,8,MORTGAGE,HOME_IMPROVEMENT,12000,15.33,4,NO,D,1
22,100000,0,MORTGAGE,DEBT_CONSOLIDATION,20000,11.83,2,NO,B,1
24,148000,8,RENT,HOME_IMPROVEMENT,14000,5.42,2,NO,A,1
22,88000,6,MORTGAGE,DEBT_CONSOLIDATION,25000,18.09,2,NO,F,0
23,100000,0,OWN,VENTURE,1000,14.26,3,NO,C,1
23,100000,7,MORTGAGE,EDUCATION,15000,16.0,2,YES,D,1
25,100000,9,MORTGAGE,HOME_IMPROVEMENT,25000,11.48,3,NO,B,1
24,100000,0,MORTGAGE,HOME_IMPROVEMENT,10000,12.87,4,YES,C,1
22,100000,6,MORTGAGE,DEBT_CONSOLIDATION,15000,8.94,3,NO,A,1
23,24000,1,RENT,VENTURE,14075,,3,NO,B,0
26,100000,0,MORTGAGE,EDUCATION,10000,14.26,2,NO,C,1
23,100000,0,MORTGAGE,PERSONAL,7000,8.59,3,NO,A,1
24,100000,8,MORTGAGE,DEBT_CONSOLIDATION,13000,11.48,4,NO,B,1
21,27996,2,RENT,VENTURE,14075,,2,NO,B,0
22,46000,7,RENT,PERSONAL,14100,14.26,2,NO,C,0
23,100000,4,MORTGAGE,DEBT_CONSOLIDATION,10000,13.57,3,NO,C,1
25,100000,9,MORTGAGE,MEDICAL,12000,8.94,4,NO,A,1
23,100000,4,MORTGAGE,EDUCATION,10000,12.87,3,YES,C,1
24,100000,5,MORTGAGE,VENTURE,12000,12.18,3,NO,B,1
23,100000,1,MORTGAGE,VENTURE,25000,11.58,3,NO,B,1
24,100000,3,MORTGAGE,EDUCATION,15000,12.21,2,NO,B,1
24,88000,2,MORTGAGE,EDUCATION,25000,18.84,2,NO,G,0
23,32000,5,RENT,MEDICAL,14125,7.9,2,NO,A,0
23,100000,1,OTHER,EDUCATION,15000,,2,NO,B,1
26,30000,3,OWN,PERSONAL,6000,7.9,2,NO,A,1
22,100000,0,MORTGAGE,MEDICAL,24000,13.47,4,NO,C,1
23,100000,2,MORTGAGE,PERSONAL,6850,13.47,4,NO,C,1
25,33000,1,RENT,MEDICAL,14125,9.91,3,NO,B,0
23,30000,,OWN,EDUCATION,14125,6.62,4,NO,A,1
24,88000,0,MORTGAGE,EDUCATION,15000,10.2,4,NO,B,0
26,30000,3,OWN,VENTURE,1925,6.03,3,NO,A,1
24,100000,1,OTHER,MEDICAL,25000,,3,NO,B,1
25,100000,4,OWN,MEDICAL,15000,11.28,4,NO,C,1
26,100000,7,MORTGAGE,DEBT_CONSOLIDATION,7500,8.32,3,NO,A,1
24,100000,1,MORTGAGE,DEBT_CONSOLIDATION,6000,,3,NO,A,1
24,88000,0,MORTGAGE,HOME_IMPROVEMENT,6400,11.66,3,YES,C,0
22,40000,4,RENT,DEBT_CONSOLIDATION,14125,11.49,3,NO,B,0
26,100000,9,MORTGAGE,EDUCATION,12800,9.45,3,NO,B,1
26,92000,10,RENT,PERSONAL,14200,10.99,3,NO,B,1
23,100000,5,MORTGAGE,DEBT_CONSOLIDATION,15000,11.34,2,YES,C,1
21,78000,1,RENT,EDUCATION,14275,9.91,4,NO,B,1
26,135000,10,RENT,PERSONAL,14275,9.45,2,NO,B,1
22,74867,4,MORTGAGE,MEDICAL,17000,16.02,4,YES,D,0
23,100080,7,MORTGAGE,PERSONAL,20600,12.53,4,NO,B,1
24,88128,0,MORTGAGE,EDUCATION,1950,9.99,2,NO,B,0
24,74909,8,MORTGAGE,MEDICAL,14000,9.99,2,NO,B,0
24,100400,6,MORTGAGE,HOME_IMPROVEMENT,10000,16.4,4,YES,E,1
25,100505,9,OWN,HOME_IMPROVEMENT,35000,11.99,3,NO,B,1
23,100800,4,MORTGAGE,DEBT_CONSOLIDATION,20000,7.9,4,NO,A,1
24,35000,4,RENT,PERSONAL,14400,15.7,4,NO,D,0
26,100800,7,MORTGAGE,EDUCATION,8000,11.99,3,NO,B,1
24,100800,4,MORTGAGE,EDUCATION,21000,11.49,4,NO,B,1
24,100800,8,MORTGAGE,MEDICAL,10800,10.75,4,NO,B,1
25,75500,10,MORTGAGE,MEDICAL,6000,14.74,4,YES,D,0
22,30000,3,OWN,EDUCATION,15000,6.62,4,NO,A,1
24,100860,8,MORTGAGE,HOME_IMPROVEMENT,6000,5.99,4,NO,A,1
23,36000,3,RENT,PERSONAL,14400,13.57,2,NO,C,0
24,100995,6,MORTGAGE,DEBT_CONSOLIDATION,16000,7.51,2,NO,A,1
25,101000,9,MORTGAGE,EDUCATION,17000,11.71,3,NO,B,1
23,101000,7,MORTGAGE,PERSONAL,20000,17.43,3,YES,E,1
22,30000,3,OWN,MEDICAL,7200,10.99,2,NO,B,1
24,34320,5,RENT,MEDICAL,14400,16.82,3,YES,E,0
21,36500,1,RENT,PERSONAL,14400,15.05,4,NO,D,0
26,101000,6,MORTGAGE,PERSONAL,16000,7.88,3,NO,A,1
22,101000,7,MORTGAGE,EDUCATION,25000,,3,YES,D,1
22,42996,2,RENT,DEBT_CONSOLIDATION,14400,,4,YES,C,0
24,101000,5,OWN,MEDICAL,24250,12.53,4,NO,B,1
24,89000,1,MORTGAGE,VENTURE,25000,15.65,4,YES,D,0
26,43000,7,RENT,MEDICAL,14400,9.62,4,NO,B,0
21,101004,2,MORTGAGE,DEBT_CONSOLIDATION,14000,10.25,2,NO,B,1
22,43000,2,RENT,DEBT_CONSOLIDATION,14400,7.88,2,NO,A,0
22,30000,6,OWN,VENTURE,6000,7.49,3,NO,A,1
23,101138,2,MORTGAGE,EDUCATION,20500,13.48,4,NO,C,1
26,101400,10,MORTGAGE,DEBT_CONSOLIDATION,5600,6.62,3,NO,A,1
24,101400,8,MORTGAGE,PERSONAL,9900,8.0,4,NO,A,1
24,101400,0,MORTGAGE,PERSONAL,6400,,3,NO,A,1
23,45000,4,RENT,EDUCATION,14400,,3,NO,B,0
22,48000,0,RENT,DEBT_CONSOLIDATION,14400,13.49,2,YES,C,1
24,101900,0,MORTGAGE,VENTURE,13600,6.62,3,NO,A,1
23,102000,0,OWN,MEDICAL,30000,16.77,2,YES,D,1
24,50000,4,RENT,DEBT_CONSOLIDATION,14400,,2,NO,A,1
25,102000,5,MORTGAGE,EDUCATION,6975,9.91,3,NO,B,1
23,51000,3,RENT,DEBT_CONSOLIDATION,14400,7.51,4,NO,A,1
23,102000,7,MORTGAGE,DEBT_CONSOLIDATION,25000,11.71,4,NO,B,1
24,45871,5,RENT,HOME_IMPROVEMENT,14400,,3,YES,D,0
23,102000,5,MORTGAGE,PERSONAL,35000,7.9,3,NO,A,1
25,102000,9,OWN,MEDICAL,8000,12.42,4,NO,B,1
24,102000,5,MORTGAGE,MEDICAL,12000,15.27,3,NO,C,1
24,102000,5,OWN,PERSONAL,23800,8.9,2,NO,A,1
21,56400,5,RENT,PERSONAL,14400,18.79,3,NO,E,1
26,102000,5,MORTGAGE,PERSONAL,13000,5.42,3,NO,A,1
24,57000,8,RENT,MEDICAL,14400,7.49,4,NO,A,1
25,102000,3,MORTGAGE,DEBT_CONSOLIDATION,11200,7.91,4,NO,A,1
22,102000,3,MORTGAGE,MEDICAL,18000,8.49,3,NO,A,1
22,102000,6,MORTGAGE,PERSONAL,10000,7.49,4,NO,A,1
23,90000,6,MORTGAGE,PERSONAL,15000,9.99,3,NO,B,0
24,102000,6,MORTGAGE,VENTURE,9800,10.36,2,NO,B,1
23,102000,7,MORTGAGE,DEBT_CONSOLIDATION,6000,,3,YES,C,1
23,58977,7,RENT,DEBT_CONSOLIDATION,14400,,4,NO,C,1
23,102000,7,MORTGAGE,EDUCATION,10000,11.49,2,NO,B,1
23,59000,4,RENT,PERSONAL,14400,8.9,3,NO,A,1
26,102000,6,MORTGAGE,DEBT_CONSOLIDATION,6000,13.61,2,NO,C,1
25,102000,9,MORTGAGE,DEBT_CONSOLIDATION,14400,,2,YES,C,1
23,102000,4,MORTGAGE,EDUCATION,20000,,3,NO,B,1
24,102000,7,MORTGAGE,MEDICAL,7200,,3,NO,B,1
22,54000,0,RENT,DEBT_CONSOLIDATION,14400,,4,NO,D,0
24,102000,8,MORTGAGE,VENTURE,20000,10.25,3,NO,B,1
23,102000,2,MORTGAGE,PERSONAL,6000,7.51,2,NO,A,1
26,102000,3,MORTGAGE,DEBT_CONSOLIDATION,20000,11.36,4,NO,B,1
